식당이름,카테고리,연락처,구,상세주소,해시태그,별점,별점수,리뷰내용
콩두 상봉점,두부전문점,02-432-0123,중랑구,면목로92길 42 1층 (우)02154,,3.5,6,"근처에 두부요리 잘 하는 곳이 없는데 그나마 이곳에서 맛있는 두부를 먹을 수 있어 좋네요 밑반찬으로 나오는 손두부도 고소하고 맛나요 특히 김치가 푹 익어서 두부랑 잘 어울리네요 대접에 담아 나온 밥에 나물반찬과 고추장 넣고, 찌개랑 같이 비벼먹으면 좋아요@@매우불친절함 해물순두부전골 해물거의없고 순두부만가득 돈아깝네요 서빙아줌마는 뭐 시킬때마다 눈에 불켜고 개띠겁게말함 결정적으로 배탈나서 회사도 제대로 못가고 일주일 고생함 사장은 나몰라라식 배째라하네요 음식물 책임보험은 보여주기식으로 가입한듯 ㅉㅉ 맛드럽게없는 음식먹고 장염 걸리고 싶은분만 방문하시길 ㅎㅎ@@전형적인 프랜차이즈의 가벼운 맛. 전체적으로 맛이 없습니다.@@이틀연속 갈만큼 진짜 맛있고 깔끔하고 좋아요@@한식이라면 닥치고 이곳@@@@"
역전할머니맥주 서울상봉점,"호프,요리주점",02-2208-1982,중랑구,봉우재로33길 42 (우)02153,#카카오페이,3.8,4,알바생 너무 불친절해요 주문하고 나서 하도 안 나오길래 다시 불러 물어보니 그제서야 이거 품절인데요?라고.. 아니 그럼 바로 말해줘야지 사과도 없더라고요. 사장님이 대신 사과하시긴 했는데 마냥 기다린 사람 입장에선 황당했어요 그리고 테이블 너무 따닥따닥 붙어있어 복잡해요@@다 괜찮은데 좌석이 너무 따닥따닥 붙혀있어요..@@와~ 시원한 잔에 맛있는 생맥주. 가성비 최고봉 안주. 친절한 사장님. 또 갈게요 ^^@@맛있었습니다~@@
능이버섯백숙,닭요리,02-971-2162,중랑구,공릉로 32 공감대아파트 1층 B01호 (우)02034,#안심식당#가족모임#건강식#제로페이,4.2,5,"@@@@서비스 만점 묵동애향회에서  추천@@가야는이유 : 생각보다 향이 세지 않고 국물도 부드러움, 친절하심 안가는이유 : 그래도 능이버섯은 어른입맛@@포장은 시키지 마세요. 국물을 비닐봉지에 담아줌.@@"
장수돼지갈비,갈비,010-6332-6100,중랑구,신내로14길 21 (우)02067,#돼지갈비무한리필#제로페이,3.3,7,별로임...@@리뷰만 보구 갔는데.. 고기두 별로고 찬두 없고 전 다신 안올거 같아요@@@@원래 있던 자리에서 옮기셨네요. 가성비로도 그렇지만 갈비 질도 훌륭합니다. 이정도 퀄리티의 갈비를 무한으로 먹을수 있는곳이 또 있을까 싶네요@@딸애가 추천해서 갔는데 고기 질은 좋았지만 환기도 않되고 더워서 땀으로 목욕을 했네요. 찌개나오고 밥은 안나와서 달라하니까 찌개식고나서 한참후에 나오고 밥그릇도 안나와서 달라니까 그제서야 갖다주고.... 암튼 내돈주고 먹은 돈아까운 집이였네요.@@하얀트리 보고오신분?ㅋㅋㅋ@@사장님 이리 팔면 남는거 있어요? 좀 남기세요ㅜㅜ@@
고기싸롱,"육류,고기",,중랑구,면목로 377 (우)02220,#제로페이,3.9,11,"@@가성비 갑 맛있고 정말 친절하세요@@고기질도 그렇고 한 번은 갔는데 외관만큼 먹거리가 있었다면 하는 아쉬움 사람은 겁나 많고 대기까지함@@무한리필 돼지고기 질이 아주 좋아요. 오픈한지 얼마 되않아 그런듯 싶은데 초심을 꼭 지켜주셨음 좋겠네요.@@맛으로나 고기 질로나 딱 무한리필용 수입냉동고기맛입니다. 음식이 전체적으로 간이 매우 강합니다.  먹을건 떡볶이, 만두, 토마토 등 괜찮게 구성되어 있고 고기도 갈비면 다른곳처럼 목심만 둔 것도 아니고 목심이랑 갈비 섞여 있습니다. 삼겹 부위도 미추리삼겹만 있는게 아니라 삼겹도 있었고요. 밑 리뷰에 고기질이 좋다는건 모르겠지만 상태는 좋습니다.  냉동고기 ...@@이집 안가는걸 추천  불만사항 2개만 말할께요 첫째 안경끼고 머리숱이 별로 없는 사장님인지 매니저님인지 굉장히 불친절 손님을 가르치려는 경향이 있음 손님이 음식 뜨러 갈때도 직원들 다니는 길이라고 사람들 많은곳에서 개쪽을 주고 면박을 줌  불판으로 고기 구워먹을때도 양념불판으로 먹든 그냥 불판으로 먹든 그건 사장님인지 매니저님이 판단할게 아니라  손님이 판...@@퀄리티가 좋아요 곁들여서 먹는 마늘도 좋은 거 쓰시고,,..  맛있어요@@@@무한리필 고기집 치고 고기 질이 괜찮은 편이다. 본인이 평소 삼겹살 1인분 기준 7~9천원대 자주 먹는다 = 만족함 1.2~1.5원대 자주 먹는다 = 불만족 왜냐면 이곳 삼겹살이 딱 7~9천원에 사먹을 수 있는 맛이다. 무한리필이 아니고 단품으로 팔아도 될 맛이다.  오픈한지 얼마 안되서 서비스나 청결도가 좋다 초심잃지 않았으면 하는 곳 @@고기상태도 좋았고 판도 잘 갈아주셨어요    @@깨끗하며 고기 질이 좋아요@@"
춘천마당닭갈비,닭요리,02-496-9017,중랑구,중랑천로12길 82 (우)02121,#제로페이,3.7,3,닭갈비 원탑임@@청양고추 몇개 달라고 했다가 주방 아주머니들에게 뒷담화 오지게 먹었네요.. 청양고추를 막국수에 넣었다고 다들리게 욕을 하는지 한번 가고 기분 나빠서 다시는 안가요. 청양고추 때문에 손님잃어서 좋으시겠어요 @@여긴 더 많은사람들이 알아야해요...... 닭갈비 매니아로서 서울 춘천 통틀어 먹어본곳들중 양념 제일 맛있습니다 ㅠㅠㅠㅠ 게다가 닭이 통통해요...... 사장님들이 꽤 오래 하신걸로 아는데 왜 안유명해지는거죠 ㅠㅠㅠㅠ@@
써브웨이 중랑역점,샌드위치,02-437-7300,중랑구,망우로 203 (우)02116,#카카오페이#제로페이,4.7,13,"야채양많음@@먹어본 서브웨이 중 최고.. 포장된 두께 잡고 놀램. 제일 두꺼웠음..@@체인점.. 그것도 서브웨이가 이렇게 평점이 높기는 쉽지 않다. 그만큼 서비스가 좋다는게 아닐까. 갈 때마다 요청사항도 잘 들어주셔서 불만 하나 없이 식사하고 옴.@@직원분들이 친절해요.@@친절하긴하나 요구사항을 제대로 못기억하시는데 왜 굳이 먼저 물어보는지 모르겠음 소스뿌리기 전에 물어보지 그전과정 하다가 까먹는듯 + 가끔가는데 남자직원분 친절함 요샌 제대로 만들어줌@@입지도 좋고 구리, 남양주, 중랑을 대표하는 베리굿 지점입니다.@@다른 지점보다 더 잘 만들어주시는듯! 그리고 서브웨이 직원 중에 친절한 사람 이 지점에서 첨봄..!!bbb@@사장님 친절하시고 웬만한 다른 곳보다 푸짐하게 주시는 것 같아요 집근처라 자주 가는데 좋아요@@맛있음 ㅜㅜㅜ 주변 지점중에서 여기가 제일 맛있고 야채도 제일 많이줌...,,, 배달하면 서비스 쿠키도 주고 굿굿임 서브웨이 생각나면 무조건 여기감@@야채 많이 넣어줘서 좋음@@야채도 신선하고 알바생이 넘 친절해요 기분좋게 먹고 왔어요 ㅎㅎ @@친절하시고 제가 빼는 야채가 더 많은데 안뺀야채 더 듬뿍 넣어주셔서 좋았어요!! 망우점 상봉점 중랑점 중에 원탑임!! 야채도 제일 신선하고 맛잇엇슴당@@@@"
대구반야월막창 서울묵동점,"곱창,막창",02-948-1458,중랑구,중랑역로 185 (우)02007,#제로페이,3.3,4,여사장님 진짜 불친절 막 틱틱 쏘고  @@©2021. ethwang All rights reserved. @@오래되었고 동네 맛집~ 강추합니다~@@맛은 괜찮은게 사장님이 나무 불친절@@
오순도순,"호프,요리주점",02-2208-5274,중랑구,망우로30길 8 동일빌딩 1층 103호 (우)02119,#심야주점#혼술,4.7,9,마늘쫑면 진짜 맛있어요! 바테이블로 되어있고 자리가 몇개 없지만 두세명오기 딱 좋아요@@계란탕 너무 맛있어요!@@테이블이 소규모 손님밖에 못받을거같아서 아쉬워요ㅠㅠ 번창하세요~@@분위기 좋고 술 종류가 많아서 좋아요@@@@분위기가 너무 좋고 안주도 너무 맛있어요! 인테리어두 넘 이뻐용@@동네에 이런 술집이 있다니 분위기도 너무좋고 술마시기 딱 좋네요ㅎㅎ@@이보다 더 좋을순 없다 ~!!ㅎㅎ@@랏맛탱@@
본가왕해물찜 중랑점,"해물,생선",02-437-2030,중랑구,용마산로129길 60 (우)02067,#카카오페이#제로페이,4.5,4,@@양 많고요. 해물도 싱싱해요 자주 포장하는데 먹고 남은 양념에도 한끼 거뜬히 해결되죠. 계란찜도 예술이고요~^^@@맛이 너무 좋고 양도  푸짐하고 남은 거 포장했어요. 강추합니다.@@소자 시켜도 4명 적당히 먹을 정도로 양 많고 가격도 저렴한 편. 아이들 해물돈까스 시켜서 하나 먹어봤는데 맛있음.@@
카페더메뉴얼,카페,010-9674-1008,중랑구,동일로157길 65 주마빌딩 1층 (우)02008,#데이트코스#레터링케이크#수제케이크#애견동반식당#케이크주문제작#제로페이,4.2,5,"라떼 진짜 맛있고 양많아요@@@@친절하시고 제작케이크 맛있었어요ㅜ@@예쁘고 분위기도 좋고! 음료들이 너무 맛있었어요!!! 딸기라떼 최고! @@첫 방문이후 완전 단골 카페가 되어버린 #더메뉴얼 분위기, 맛, 사장님 예쁜 언니두분..  모든것이 다 완벽한 카페~* 이곳에 오면 계속 오고 싶어질 꺼에요 ^^ 동네주민이란게 넘 행복합니다.. 유명한 경기단길, 망리단길, 가로수길 카페들에  결코 뒤지지 않아요~~^^  저는 주로 동네 주민이라 혼자 오지만  정말 누군가 데려오고 싶은 곳 입니다!  @@"
총각집곱창,"곱창,막창",02-496-7757,중랑구,중랑역로 100 (우)02017,#회식장소#제로페이,4.7,9,여기가 제일 맛있어요 원탑!!!!! @@동네에서 아주 오래된 곱창맛집 야채곱창이 다른데보다 살짝 매콤합니다 사장님 재밋고 친절하셔요@@아주머니들이 바뀐느낌에 맛도 살짝 바뀐느낌...여기도 코로나 타격받았나요..@@곱창 넘버원@@@@중랑구에서 여기는 top5  픽임@@오돌뼈 핵존맛탱 ㅠㅠ@@@@야채곱창과 오징어 존맛탱 양념장도 너모 맛있다 ㅜㅜ @@
짱닭치킨 사가정점,치킨,02-432-3003,중랑구,면목로48길 19 1층 (우)02210,#제로페이,4.0,4,"이 시국에 매장 직원분들 아무도 마스크 안 쓰고, 포장 기다리는 손님 있는데도 큰소리로 비속어 쓰면서 낄낄대고.. 치킨 환불하고 싶었는데 꾹 참고 받아왔어요. 대부분 배달이라 위생 무시하고 장사하시는 것 같아요@@여기 맛있어유!! 떡볶이도 존맛@@골라먹는 재미가있네요..맛도 짱입니다요!@@옛날통닭이랑 비슷한 가격대인데 맛은 압도적임. 특히 닭가슴살 왜이리 부드러워요?  닭도 크고@@"
초이양꼬치쌀국수 상봉역점,양꼬치,02-433-0111,중랑구,봉우재로33길 48 2층 (우)02153,,4.0,6,"22년 2월방문 : 양다리 미쳤다 ! 요리류도 대존맛!    + 또 방문, 양꼬치도 맛있네요!!그래도 양다리에 원픽을,, 새로운 요리메뉴도 시켜봤는데 맛있어요ㅠㅠ@@@@손님 많을때와 적을때 차이가 많이 나는것 같습니다. 처음 갔을때는 손님이 적당하고 맛도 괜찮고 친절하고 깔끔해서 좋았는데  그생각 가지고 다음에 갔을때는 손님이 많아서 인지 메뉴판도 안주시고 눈마주쳐서 불렀는데 오지도 않으시고.... 그날 자리에 앉아서 십분정도 있다가 그냥 나갔고 단골분들은 앞으로도 맛있게 잘드시길 바랍니다.  저는 다른곳을 찾아야겠습니다...@@양꼬치는 평범했어요 양냄새가 약간 납니다 그래서 전 호였는데 일행은 불호더라고요 그런데 마라탕이 마라탕이 아니라 중국 대표 라면맛이었어요 감자탕 시켰는데 육개장 나온 수준? 이 정도로 이름이랑 맛 차이가 났습니다 맛은 쏘쏘였지만 마라탕맛은 진짜 아닌 거 같아요 사장님이 정말 친절하시긴 합니다@@오자마자 주차때문에 사모님 마중나오시고 처음 왔다고하니까 쉐프님께서 직접 나와서 양꼬치에 대해서 설명도 해주시고 구워주시네요 이 집은 안먹어도 최고예요!!!! 왜 이제 이집을 알았을까 명품 고급 양갈비 @@일단 고기 자체가 훌륭합니다-! 거기에 사장님 내외분의 친절함이 최고고요-!! 절대 다른 곳으로 이사 안가셨으면 좋겠어요-!! 정말 강추합니다-!!@@"
본가장수촌 중랑점,닭요리,02-434-2354,중랑구,용마공원로3길 14-9 (우)02180,#가족모임#건강식#애견동반식당#친목모임#제로페이,2.0,2,"낡은것과 , 비위생적인것은 하늘과 땅차이에요 낡았다고 자위하지 마시고 좀 재박 창틀이던 모기장이던 좀 제발 청소좀 하세요 제발 부탁드립니다@@@@"
돈다발,"육류,고기",02-434-7016,중랑구,면목로37길 17 (우)02237,#점심특선#친목모임#회식장소#제로페이,5.0,10,"삼겹은역시 돈다발 최고의맛 굿 ~~@@고기가 진짜 진짜 맛있고 사장님이 왕 잘구워주고 무조건 버섯추가해야함; 묵은지 씻은거+구운마늘+갈치속젓 찍은 고기+구운버섯 = 환S2상; 된장찌개도 집 된장이라고 하셨는데 왕맛 짱맛 무조건 시켜먹어야됨  비빔냉면은,,ㅎㅎ@@더 말할것도 없는 찐맛집! 갈때마다 맛있다~ 입구에 있는 사장님 프라이드 인정할만합니당! 사장님 건강하세요~@@헤헤@@너어어어어어무 맛있어요 인생맛집 먹어보면 후회안해요 깨끗하고 맛도 좋고 친절하고 고기도 맛있고 짱이예여|~~~@@서울 돼지고기 중에 최강 맛집 ㅠ@@느무느무 맛있어요 ㅠㅠ@@최고입니다 ...@@내가 가본 고기집 중 최고 강추!@@@@"
추대감네 시골얼큰뼈다귀 먹골본점,감자탕,02-6401-9942,중랑구,공릉로 81 (우)02018,#제로페이,4.2,6,8000원 이란 가격에 맛도 괜찮구 반찬도 셀프로 가져다 먹을 수 있구!! 밤9시에도 식사 되네요~@@@@감자탕이 생각날때 종종 가봅시다.@@최애 뼈해장국집 얼큰하고 고기도 많고 김치도 맛있다@@최고에요@@맛있는데 바쁘면 너무 불친절함@@
연어에반하다,"해물,생선",02-434-1996,중랑구,봉화산로 42 (우)02102,#분위기좋은#술한잔하기좋은#연어무한리필#이자카야펍#혼술#카카오페이#제로페이,4.2,5,"맛있게 먹었습니다! 겨울철 방어 굿굿!!@@사진찍는게 다 비슷한거보니 사장이랑 알바  지인들이 올렸네..  사장님 그러지마세요@@연어는 깔끔하고 조금 느끼해질때마다 백김치랑 먹음 존맛입니다.  니혼탕수육은 양념이 잘 밴 양파를 탕수육에 올려서 먹어주면 맥주가 절로 땡깁니다.  솔직히 말해 여기 안주 다 맛있습니다.   분위기도 아늑하고 혼술하기도 좋아서 항상 가볍게 왔다가 얼근하고 따시게 취하는 곳이에요..!!@@기대치 없이 방문 했던 집, 하지만 꽤나 만족스러웠던 안주들과 과하지 않은 접객. 굳@@너무 맛있고 친절해요!!@@"
참맛감자탕 본사직영상봉점,감자탕,02-495-5588,중랑구,면목로 465 (우)02138,#제로페이,3.0,5,"뼈해장국 7천원이던데 9천원으로 올랐네요 맛은 게안은데 가격이ㅠㅠ @@뼈해장국 가격 8,000원으로 올랐고 포장하면서 깍두기 많이 달라 했더니 깍두기만 줌.  포장 밑반찬이 이거밖에 없냐 물었더니 원래 밑반찬 아예 안 나간다고 하네요.  포장했다고 양이 아주 많은 것 같지 않으니 참고하세요. @@어릴적부터 지금까지.. 거의 16년을 가끔씩 들려서 먹는곳  정말 양과 맛 하나로 까일수가 없다 여기는@@테이블 밑에 감자탕 국물이 흥건해서 양말에 감자탕 뻘건 국물 얼룩으로 다 젖었음. 얘기했더니 물수건 줌. 미안하다는 사과 및 다른 조치 전혀 없었음.  계산 끝내고 나가면서 테이블 아래 쪽 좀 닦으셔야겠네요 했더니 국물이 끓어서 넘친 것 같다고 함.  참 어이없었음. 그 앞에서 양말 쓰레기통에 버리고 오지 못한 내가 한심함.  음식맛도 그럭저럭이라 다시는 ...@@@@"
스토어드커피,카페,070-8823-7669,중랑구,동일로157길 22 1층 (우)02006,#분위기좋은#카카오페이#제로페이,4.4,10,고소한 단맛의 라떼에요! 호불호 없이 모든 사람들이 좋아할 것 같습니다.  다만 내부 인테리어 좀더 깔끔해지면 완벽할듯@@라떼 넘 맛있어요~ 분위기도 좋아요. 맛있는 카페 발견해서 좋네요@@@@@@음... 여기 커피 진짜 맛있다. 매일 아침 같은 시각에 무언가를 먹거나 해본것이 없는데 여기 커피는 거의 매일 같은 시간에 먹는 습관이 들었다. 커피 맛있어 리뷰쓰러 이밤에 여길 찾아들어온것도 신기할 따름. @@인생 라떼였습니다. 밑에 분들 안드셔보신거 같아요!  사장님도 젠틀하시고 자주 올게요@@깔끔함 서비스 괜춘  커피양은 살짝 아쉽지만 디저트도 맛나요@@인테리어가 예뻐요. 먹골에 이런 곳이 있다니.  마들렌은 2개에 3천원 가성비 굿! 너무 달지 않아 맛있습니다.  다쿠아즈는 조금 아쉬웠어요.  좌석은 총 6개인데 한 4팀정도면 가득 찬 느낌일 것 같아요.   전체적으로 가격이 저렴합니다.@@@@커피가 맛있고 가격이 아주 저렴함@@
만두박사,분식,02-744-3030,중랑구,공릉로 66-1 (우)02031,,4.5,12,"@@과배기도 맛남 ㄷㄷㄷ@@사장님도 친절하시고 가성비 찐맛집!!! 쫄면 진짜 맛있어요@@별점도 좋고 오래된 맛집이래서 찾아가서 먹어봤지만 그저 그래요 맛도 밋밋하고 고기만두는 그냥 물만두 느낌 김치만두는 별로에요 김치맛도 잘 안나요 저렴하게 한끼 때우는(?) 학생들이 가는 학교앞 분식집 느낌이랄까요 가격대비로 보면 나쁘진 않아요@@여기는 안유명해졌으면 좋겠다. 나만 가고싶다@@얇은 만두 피, 담백한 만두 간만에 만둣국 맛있게 먹었습니다@@쫄면이랑 만두랑 너무 맛있어요~@@가성비가 좋은 집이긴 하지만, 가성비가 좋아서 가는 집이 아니라 맛있어서 가는 집. 직접 빚는 얇은 피 만두, 칼국수, 콩국수, 쫄면.. 사실 어떤 메뉴를 시켜도 맛있어요. 만화책에 나올 것만 같은 만두&국수집.@@만두와 쫄면 조합으로 맛있어요@@맛 있음 @@만둣국이 맛있어요. 만두 자체가 맛있는듯.  특히 만둣국 나오기전  꽈배기를 먹다보면 맛있어서 자꾸 손이 가는게 문제.@@우리동네 맛집입니다. 쫄면도 맛있어요.^^@@"
맥도날드 상봉이마트점,패스트푸드,070-7017-0495,중랑구,상봉로 118 (우)02169,,2.3,6,"감자튀김 존맛탱 근데 매장이 늘 지저분한 느낌... ㅠ@@가끔 자리없는거 빼고는 괜찮음 감튀는 항상 뜨겁고 바싹함@@@@불친절. 포장 부탁드리니까 종이 봉투 한장 주고 손님보고 포장하라네요.@@불친절 맛없음@@자주 들르는 곳인데 가끔 고딩알바가 소스를 뿌리는걸 깜박해서 내 건강을 지키는 담백한 버거맛을 볼때 빼고는 좋다, 모든메뉴가 있지는 않다@@"
스시누리 중랑역점,"초밥,롤",02-455-5833,중랑구,중랑천로14길 58 (우)02116,#회전초밥#제로페이,3.7,12,@@아 너무 너무 맛있어서 먹다가 쓰는중 스시누리 초밥(2만원짜리) 퀄리티 미쳐요 @@본가에 올때마다 가는 곳. 맛나고 가격도 착함  사장님도 츤데레..ㅋ 무뚝뚝한것 같은데 계속 손님들 살피시고 손님들이 드시는 걸 보면서 서비스도 툭 건네주시고 ㅋㅋ@@집 앞이었음 좋겠음... 맨날 갈꼬야...@@탈중랑구 대존맛인데 착한 가격. by 비싸고 맛있는거 많이 먹어본 사람.@@평점 잘못 된거 같아요~ 1피스 짜리 나오는거 드셔보세요. 가성비 거의 지존임 지나가다 행복하게 먹고 있슴@@가격대비 가성비 진짜 좋아서 초밥먹고 싶을 땐 늘 가는데 평가들 왜이러지ㅜ 그리고 가시는분들 튀김류 따로 요청해서 드셔보세요 생각보다 퀄리티가 좋답니다!제 추천은 대게튀김!@@싸구려 초밥도 먹어볼만큼 먹어봤지만 그 중에 단연 탑급 쓰레기 퀄리티@@@@나쁘지 않았어요. 저렴한 가격에 먹을 수 있는 초밥집@@퀄리티는 조금 떨어지는 느낌... 아쉽...@@가게 위치와 외관과 달리 꽤나 수준 높은곳@@
윤가네오리요리전문점 면목본점,오리,02-492-0819,중랑구,겸재로 205 1층 (우)02161,#가족모임#제로페이,3.7,6,명불허전임니다. 10년 째 당골인데.. 여전히 맛있습니다.@@면목 갈때마다 꼭 가는 곳인데 이날 오리주물럭에서 머리카락보다 길고 질긴... 수세미 같은게 나왔는데 지나가는 여종업원이 그냥 쑥 빼고 죄송해요~ 하고 바닥에 버리고 가시네요  누구나 실수할 수 있습니다. 후속대처가 중요한데 앞으로 갈일 없습니다.  @@벨을 눌러도 관심도없고 영 서비스가 엉망이예요..부추좀 더 달라고 했더니 부추 추가는 천원을 줘야한다네요  이게 말이됨?오리집에 부추는 기본으로 제공되는데 부추한주먹에 천원이라니?돈이 문제가아니라 상당히 불쾌했어요 두번다시 안갈꺼임@@생오리주물럭 너무 맛있어요@@맛있음.. 고기 굽는 판 바뀐건 좀 아쉽..호일에 굽는건 몸에 안 좋지만 예전 그 느낌이 안 나네@@네@@
순돈까스 사가정점,"돈까스,우동",02-434-9533,중랑구,면목로 353 1층 (우)02221,#제로페이,4.2,9,"치킨가스 강추요@@여기는 카레가 하이라이트 입니다 돈까스랑 카레추가 꼭 하세요. 치즈가츠도 너무 맛있었습니다~@@치즈돈까스랑 치킨까스가 장난아닙니다 치즈돈까스 치즈가득든게 완전 끝까지 치즈치즈 너무좋았구요 두꺼운 치킨까스 한입베어무는 순간 육즙 콱터지고 부드러운게 혓바닥이 광명찾았슴다 등심돈까스말고 치킨까스드세요 치킨까스를 먹는순간 등심까스가 평범해집니다@@@@그냥 그래요 @@여기 추천한 친구놈아, 이게 맛있냐 ㅡㅡ 돈까스 먹으러 홍대도 가보고 대학로도 가보고 건대도 가보고 그래라. 음식퀄은 ㅈㄴ 플레인하고 가격은 강남수준이다. 밸런스 안맞게 깍두기는 꽤 맛있더라. @@한 번 방문 했었는데 창가 쪽 자리에서 맛나게 먹었던 기억이 있어요!@@면목동 최고의 돈까스집 여기서 먹고 맛없다고 한사람 한명도 없었습니다. 솔직히 강남 돈바른 돈까스보다 맛남@@고기도 두껍고 튀김옷도 바삭하고 넘 맛있어요 일요일에도 영업하셨으면ㅠㅠ@@"
은석참치,참치회,02-494-3777,중랑구,면목로 398 스마트빌딩 1층 103호 (우)02197,#참치무한리필#혼술#제로페이,4.8,5,"맛있고, 깨끗하고, 친절하심 :)@@참치 배 부를 때까지 후하게 주심.. 감사합니다♥️@@최고 입니다.@@굿굿@@후한 사장님 인심 마음에 들어요..@@"
모퉁이카페,카페,,중랑구,봉우재로 172 (우)02156,#감성카페#제로페이,4.0,8,다시 올 일은 없을 것 같아요 사장님이신 분이 가만 앉아계시다가 들어가니 인사는 커녕 불퉁하게 쳐다보시며 서계시는데 못올 곳 온 줄 알았네요 ㅎㅎ 사장님 쉬시는데 방해한 사람 같았어요 제가ㅎㅎ 제가 돈내고 제가 불편한 경험을 하고 왔네요ㅋㅋ 커피맛도 맛이 특별히 맛있지도 않았고... 집이 바로 코 앞이시라면 레어치즈케이크 포장만 해가시면 딱일 것 같네요! ...@@빼빼로데이쿠키박스 예약 후 픽업했는데 사장님 친절하세요!! 조금 늦은 후기지만 쿠키도 넘 맛있게 잘 먹었습니다>ㅁ<    @@@@리뷰 사장님 친절하신거 확실해요..?진짜 들어서는 순간부터 인사하나도 없이 그냥 모자눌러쓰시고 쳐다만보고 계시던데 매번..기분안좋으신날인줄 알았는데 그 후로 가도 똑같애요 무뚝뚝한편이 아니라 그냥 무시 그자체예요 그래서 가서 안먹어요 여긴..맛은 맛있어요~@@맛이랑 양에 비해 가격이 넘나 저렴해요 하나하나 너무 데코가 섬세하고 인스타업뎃각 ㅠ♥️@@사장님도 너무 친절하시고 맛도 너무 맛있어요 ... 분위기도 아기자기한게 너무 예뻐요 !!!@@커피도 맛있구 디저트 쿠키 다 맛있어용 카페 내부는 좁지만 아기자기하구요@@테이블 몇개 안되는 작은 카페 빈티지스러우면서 아기자기한 인테리어가 너무 좋아요  음료도 다쿠아즈도 다 너무 맛있구요 @@
탐나종합어시장 중랑역점,회,02-434-0988,중랑구,망우로 192 1층 (우)02119,#제로페이,3.2,9,"불친절하고 정신없고 비싸요  제발 부탁이니 여기서 드시지 마세요. 여사장인지 일하는분이 주문도 헷갈리고 나중에 주문한 주문이 먼저 나가고, 가격도 다른곳보다 비싸면서 대기하고있으니 눈치주고..ㅎㅎ  집와서 먹어보니 미리 썰어놨는지 신선도도 최악이네요;;;@@정말좋아하는집중에 하나지만. 모듬 메뉴는 안먹는걸로..모듬회는 미리 썰어놔서 그런지 회 자체가, 윤기가 없고 맛의 신선함도 덜 하네요, 단품만 시켰을땐, 완전 탱글탱글 해요!@@사장님 너무 친절하세요! 잘먹고갑니다~@@@@초심잃음@@먹는거가지고 원산지는 장난치지 맙시다!@@싱싱하고 .세트로 먹으니 골고루 먹을수 있어서 좋아요^^@@양도 많이 주시고 가격도 착한 대-혜자 구성 그리고 주방이 다 보여서 안심도 되구용  벌써 여기 생기고 나서 다섯번 넘게 먹었네용  여기 생기기전 있던 문방구가 제 최애여서 여기 생긴게 속상했었는데  한번 맛보고 바로 미련 버렸읍니다... 대 코로나 시대에 집에서 안전하게 포장해서 드세요 @@맛도좋고 가성비도 좋아요!! 대방어존맛 !! 매장이 바쁨에도 불구하고 직원분들 친절해요ㅎㅎ 재방문의사 있습니다~~ 혼자먹고 들어가기 미안해서 가족꺼까지 회포장해온건 안비밀ㅋㅋ@@"
정성한우도축직판장,"육류,고기",02-438-5949,중랑구,상봉로20길 5 (우)02174,#가성비좋은#가족모임#정육식당#친목모임#회식장소#제로페이,5.0,3,합리적인 가격에 잘 먹고 왔습니다.@@동네에 이런곳이 있을줄은 생각도 못했네요. 한우 먹고싶은 만큼 먹어도 부담없고 맛도 최상급입니다. 어제 한우+술 먹고 꽐라됐다가 지금 일어나서 후기 남김.....@@한우 정육식당중 가성비 갑~!  한우 1인분 12800원 인곳@@
